transaction_id,imsi,subscriber_id,tac,snr,imei,cell,lac,event_type,event_ts
994,729233787,31999,88116218,716855,88116218716855,7840,99,5,2020-12-08 12:24:00
995,793279508,41388,16837685,769662,16837685769662,5399,35,5,2020-12-31 03:37:00
996,844141208,67457,31632222,821568,31632222821568,1167,38,5,2020-12-12 23:23:00
997,487842957,57318,92011250,402623,92011250402623,8682,80,5,2020-12-19 07:30:00
998,282769893,87190,40499381,931924,40499381931924,4735,44,5,2020-12-23 15:59:00
999,556283138,77758,86226594,514096,86226594514096,8974,54,1,2020-12-15 16:37:00
1000,130052818,14175,52612066,218753,52612066218753,6164,31,2,2020-12-21 16:36:00
1001,194571022,11310,-99999,-99999,,3360,26,6,2020-12-17 07:46:00
1002,217123588,72849,40749679,960324,40749679960324,4170,96,4,2020-12-30 03:18:00
1003,737676094,82333,63909303,136632,63909303136632,3853,29,3,2020-12-29 15:55:00
1004,162003961,22195,61360918,543403,61360918543403,9688,54,9,2020-12-26 10:10:00
1006,405380412,86249,16418723,613431,16418723613431,7332,27,9,2020-12-11 22:56:00
1007,774627127,77463,22893653,558012,22893653558012,8312,78,1,2020-12-29 23:24:00
1008,678396932,94195,93267816,355268,93267816355268,4850,31,4,2020-12-03 10:23:00
1009,852982614,52103,54259421,898427,54259421898427,2925,94,9,2020-12-04 20:30:00
1010,159408732,79439,55397948,932649,55397948932649,5787,75,5,2020-12-27 07:35:00
1011,828365074,95456,56142116,441180,56142116441180,6143,99,9,2020-12-04 21:07:00
1012,465438085,16012,44738032,017465,44738032017465,6600,81,2,2020-12-16 09:20:00
1013,598224730,29732,50802891,461953,50802891461953,8969,58,8,2020-12-04 12:38:00
1014,770913771,41934,51796025,736536,51796025736536,8356,96,1,2020-12-14 16:13:00
1015,722907213,78881,61386704,195108,61386704195108,9575,28,5,2020-12-26 02:18:00
1016,704386596,86493,44482386,915567,44482386915567,5948,44,6,2020-12-18 03:49:00
1017,733146594,40433,83103880,698074,83103880698074,6730,30,1,2020-12-07 06:00:00
1018,150515694,90328,24995483,456793,24995483456793,5637,89,5,2020-12-29 12:33:00
1019,146833408,70939,72747042,946527,72747042946527,2735,81,8,2020-12-29 13:58:00
1020,239419836,52056,23478215,608385,23478215608385,4804,85,6,2020-12-23 13:42:00
1021,166492491,73665,15109433,398093,15109433398093,3130,12,8,2020-12-15 02:44:00
1022,177242923,96933,58249452,553910,58249452553910,8829,22,5,2020-12-20 09:18:00
1023,472283411,37357,13286728,463529,13286728463529,6090,39,8,2020-12-23 11:48:00
1024,863103926,70603,44146298,228728,44146298228728,5009,36,5,2020-12-31 01:28:00
1025,246319470,67786,53505844,243900,53505844243900,4683,96,7,2020-12-16 06:53:00
1026,741579506,74281,83149784,671536,83149784671536,4941,48,3,2020-12-20 03:31:00
1027,478378484,56706,82848310,197596,82848310197596,2272,42,3,2020-12-09 23:15:00
1028,950943947,50820,48619082,306478,48619082306478,5463,86,3,2020-12-12 02:57:00
1029,936481610,65295,99053416,637559,99053416637559,5089,98,6,2020-12-03 20:28:00
1030,874137122,51602,49609584,619689,49609584619689,4038,50,2,2020-12-06 02:16:00
1031,719254406,95438,13239857,681042,13239857681042,3370,83,9,2020-12-19 01:30:00
1032,596632910,64862,36606517,525731,36606517525731,7095,89,9,2020-12-26 10:31:00
1033,814748065,71381,62335931,223401,62335931223401,8702,99,2,2020-12-04 21:25:00
1034,331282628,61346,90044260,053920,90044260053920,7291,43,1,2020-12-22 10:50:00
1035,486860568,12249,-99999,-99999,,5828,44,7,2020-12-15 05:45:00
1036,129162825,75379,70145811,555989,70145811555989,9962,16,2,2020-12-18 04:18:00
1037,966654829,45547,48335423,758965,48335423758965,8160,98,9,2020-12-03 06:38:00
1038,206328775,51114,43021165,544030,43021165544030,6890,47,6,2020-12-12 03:12:00
1039,295261582,13770,38326626,647002,38326626647002,7341,92,3,2020-12-17 11:08:00
1041,301288014,15182,59397426,855936,59397426855936,5310,80,8,2020-12-18 05:53:00
1042,222316055,11284,38363826,906821,38363826906821,3875,31,3,2020-12-12 22:52:00
1043,157376674,80306,79836231,597042,79836231597042,5452,11,7,2020-12-06 16:06:00
1044,557893751,82927,22900949,776723,22900949776723,9030,56,4,2020-12-30 01:07:00
1045,822108429,20578,89580092,958876,89580092958876,7327,19,7,2020-12-20 23:16:00
1046,403557206,81785,61226749,999857,61226749999857,2153,72,5,2020-12-18 05:11:00
1047,231334594,32103,17158674,809432,17158674809432,1628,60,4,2020-12-18 13:23:00
1048,784646708,44961,68914863,664518,68914863664518,4152,25,5,2020-12-17 01:51:00
1049,685591275,43454,74915964,625874,74915964625874,1561,68,4,2020-12-10 18:25:00
1050,513664695,26173,77684059,660583,77684059660583,9668,71,8,2020-12-09 00:46:00
1051,296641975,56862,57165731,582823,57165731582823,1578,62,8,2020-12-19 15:32:00
1052,341722286,75445,17562357,644098,17562357644098,7969,58,9,2020-12-30 19:06:00
1053,876330132,34969,62584321,923889,62584321923889,2581,94,4,2020-12-23 04:08:00
1054,113134220,13277,27154959,522358,27154959522358,2397,85,5,2020-12-26 13:48:00
1055,314335302,72961,20429119,755697,20429119755697,1247,88,3,2020-12-07 15:12:00
1056,267761910,95644,43063083,500352,43063083500352,4376,97,4,2020-12-31 07:58:00
1057,768624114,32843,56707340,355527,56707340355527,6585,74,9,2020-12-18 16:37:00
1058,780668046,75516,87247759,623173,87247759623173,1325,93,8,2020-12-27 08:49:00
1059,795190178,46176,45001464,849052,45001464849052,7322,93,1,2020-12-13 18:16:00
1060,485957050,98417,20726193,100812,20726193100812,2265,55,5,2020-12-10 10:27:00
1061,980218737,51914,15235437,789771,15235437789771,1928,19,4,2020-12-15 06:58:00
1063,499554047,54104,60918817,811052,60918817811052,6962,59,9,2020-12-03 07:36:00
1064,214847922,15094,90928096,492364,90928096492364,5834,72,1,2020-12-12 08:12:00
1065,668333098,66228,66682252,584974,66682252584974,5118,75,9,2020-12-31 01:34:00
1066,245747791,84455,54855170,155800,54855170155800,7913,71,8,2020-12-05 20:08:00
1067,987713353,74907,29636310,721717,29636310721717,9929,41,3,2020-12-30 21:54:00
1068,753624452,68048,52008169,331594,52008169331594,6581,82,8,2020-12-02 22:16:00
1069,219805502,97095,84806577,882988,84806577882988,7574,96,7,2020-12-14 20:03:00
1070,787901187,57865,39891222,755528,39891222755528,5918,87,7,2020-12-26 22:14:00
1071,927767053,45704,32967770,090484,32967770090484,4789,70,2,2020-12-16 02:38:00
1072,898929387,64114,36724447,438936,36724447438936,6290,94,4,2020-12-10 03:41:00
1073,813609572,41836,47290663,276013,47290663276013,5057,23,4,2020-12-11 17:43:00
1074,228656373,31380,-99999,-99999,,4509,90,8,2020-12-10 20:18:00
1075,641419407,85906,19373314,637795,19373314637795,5649,68,2,2020-12-23 17:12:00
1076,839695636,84160,91932139,538943,91932139538943,2410,77,1,2020-12-26 20:51:00
1077,278315844,46691,29145138,028159,29145138028159,9473,39,7,2020-12-31 23:27:00
1078,261085508,13619,11953297,445912,11953297445912,7138,59,7,2020-12-26 15:20:00
1079,468834233,25110,39422235,453833,39422235453833,2021,46,4,2020-12-08 01:03:00
1080,680724858,64206,86700687,929615,86700687929615,9542,67,7,2020-12-15 23:03:00
1081,303434082,36326,36075120,985926,36075120985926,9316,28,5,2020-12-24 18:33:00
1082,306372069,77475,79757846,358622,79757846358622,4736,40,4,2020-12-06 02:12:00
1083,147236997,95321,61947843,464235,61947843464235,8681,56,1,2020-12-22 22:31:00
1084,816558901,63399,40666644,424597,40666644424597,2039,60,1,2020-12-21 12:18:00
1085,188254949,14574,86520037,247852,86520037247852,7619,98,8,2020-12-07 11:51:00
1086,879687013,32378,76496582,219569,76496582219569,8200,97,4,2020-12-21 14:28:00
1087,933788233,80183,70903457,936252,70903457936252,8967,80,5,2020-12-04 00:05:00
1088,192370597,29212,63837498,152397,63837498152397,8422,58,6,2020-12-25 22:44:00
1089,628617363,14133,45543649,979818,45543649979818,9768,19,5,2020-12-19 21:22:00
1090,853742692,88340,46492205,171411,46492205171411,3263,14,4,2020-12-23 03:51:00
1091,121328740,57287,56042839,513036,56042839513036,2101,92,3,2020-12-08 21:23:00
1092,231659301,78888,35555606,190156,35555606190156,8190,96,3,2020-12-28 22:41:00
1093,179059259,97780,65075022,189052,65075022189052,9863,60,4,2020-12-30 10:30:00
1094,420930969,97914,21868282,295535,21868282295535,7487,63,3,2020-12-22 10:57:00
1095,981489924,50999,97138645,749405,97138645749405,5026,83,7,2020-12-05 01:58:00
1096,547029042,44037,28984021,690026,28984021690026,6709,44,1,2020-12-03 15:53:00
1097,334505370,42972,58789989,355226,58789989355226,5050,70,2,2020-12-28 18:41:00
1098,972608544,17079,22352533,980558,22352533980558,2257,81,4,2020-12-15 09:44:00
1099,822648481,20592,54044614,870606,54044614870606,4141,95,1,2020-12-11 08:11:00
1100,414397789,81655,98725713,656871,98725713656871,3033,16,7,2020-12-03 10:04:00
1101,163713978,92987,86978332,271273,86978332271273,1616,95,8,2020-12-17 14:53:00
1102,192919899,95130,75389479,902435,75389479902435,2202,85,1,2020-12-07 19:06:00
1103,188608436,31026,52288014,062016,52288014062016,9024,92,9,2020-12-16 20:24:00
1104,956759482,60233,97117287,004275,97117287004275,1647,36,4,2020-12-10 13:52:00
1105,517277321,20077,22741640,939940,22741640939940,9097,21,9,2020-12-29 07:16:00
1106,737042858,75938,58003510,485320,58003510485320,1882,54,2,2020-12-26 05:21:00
1107,424744750,60208,73183291,056496,73183291056496,9000,51,2,2020-12-18 22:35:00
1108,822194701,33202,59520067,887450,59520067887450,7073,31,4,2020-12-15 11:46:00
1109,177512311,26956,62742489,238993,62742489238993,5929,23,5,2020-12-14 01:45:00
1110,635407553,70421,33860251,092175,33860251092175,5317,44,5,2020-12-28 21:37:00
1111,252787812,24857,43415621,315021,43415621315021,2681,17,7,2020-12-10 23:14:00
1112,440247765,42283,49389346,030243,49389346030243,4896,47,6,2020-12-28 18:59:00
1113,559212117,45491,62207714,998425,62207714998425,1421,68,8,2020-12-08 09:07:00
1114,187126299,92637,65826628,132983,65826628132983,1604,32,3,2020-12-23 22:10:00
1115,773888957,63560,85073296,257473,85073296257473,7831,62,5,2020-12-26 13:53:00
1116,273570872,45257,87525758,893046,87525758893046,2094,35,5,2020-12-30 04:15:00
1117,235871485,28260,59214494,052176,59214494052176,2005,77,6,2020-12-02 05:02:00
1118,686101456,95378,38636908,956197,38636908956197,9100,43,2,2020-12-21 05:53:00
1119,876564100,40392,93702172,652985,93702172652985,6315,46,8,2020-12-17 00:00:00
1120,167078061,22134,52298513,139760,52298513139760,6164,20,8,2020-12-29 23:40:00
1121,771243230,67450,50280776,022359,50280776022359,2457,72,1,2020-12-17 13:43:00
1122,389844962,47237,14353524,494311,14353524494311,7333,17,1,2020-12-27 01:39:00
1123,461757946,80264,58384916,559451,58384916559451,9767,68,3,2020-12-23 01:50:00
1124,360419015,41742,28194258,548801,28194258548801,8232,71,3,2020-12-05 04:21:00
1125,616723745,15455,34065114,013249,34065114013249,8774,94,5,2020-12-11 05:43:00
1126,499528220,82986,88518588,004608,88518588004608,9683,77,1,2020-12-08 04:52:00
1127,857894000,94274,69918696,050008,69918696050008,9520,74,8,2020-12-21 16:14:00
1128,606084004,19496,93687409,204127,93687409204127,4176,22,9,2020-12-22 15:33:00
1129,155897389,87562,51955941,301792,51955941301792,9338,50,8,2020-12-29 03:08:00
1130,351522674,85813,31501276,183102,31501276183102,9061,31,2,2020-12-14 16:04:00
1131,995843595,16910,43307737,838674,43307737838674,8555,77,7,2020-12-05 16:42:00
1132,335140237,89158,45397077,005569,45397077005569,6348,75,5,2020-12-07 04:43:00
1133,922409476,20862,55741519,151544,55741519151544,1710,60,5,2020-12-24 19:27:00
1134,720691923,30406,73614283,951974,73614283951974,3752,91,6,2020-12-01 12:14:00
1135,472827714,59870,96557633,300646,96557633300646,7044,16,5,2020-12-27 06:00:00
1136,818433820,28793,66356696,054798,66356696054798,4693,21,9,2020-12-26 14:16:00
1137,313843079,72330,69217137,708760,69217137708760,5917,47,9,2020-12-21 15:00:00
1138,476103235,54637,32326747,867493,32326747867493,8791,49,1,2020-12-16 14:15:00
1139,238416005,13715,24431704,846487,24431704846487,3965,58,4,2020-12-28 17:45:00
1140,308366249,50625,76147559,408448,76147559408448,5956,35,3,2020-12-22 09:33:00
1141,144701875,16517,42346899,872367,42346899872367,3887,55,2,2020-12-18 13:06:00
1142,588054975,83270,57431005,815432,57431005815432,3751,57,9,2020-12-26 06:30:00
1143,907239818,71581,36334422,756790,36334422756790,8575,43,4,2020-12-17 21:59:00
1144,928050039,47912,40727176,685075,40727176685075,1364,64,2,2020-12-26 03:21:00
1145,692334639,88300,21283608,175610,21283608175610,7419,46,2,2020-12-04 19:22:00
1146,146113776,43936,68076840,940420,68076840940420,1820,21,7,2020-12-05 12:01:00
1147,671836073,17259,47459939,949430,47459939949430,9562,93,6,2020-12-18 01:48:00
1148,185948829,54461,79443292,590503,79443292590503,2827,50,2,2020-12-06 12:01:00
1149,243402372,92784,68586077,046110,68586077046110,7314,51,9,2020-12-05 09:47:00
1150,721990985,83876,94179996,123000,94179996123000,8773,98,8,2020-12-11 19:28:00
1151,232165820,13894,85480930,598535,85480930598535,9980,16,3,2020-12-24 22:58:00
1152,706353602,81988,99421325,978356,99421325978356,7987,80,4,2020-12-17 15:29:00
1153,227419035,45626,39527276,235444,39527276235444,7313,15,6,2020-12-17 04:35:00
1154,816903391,94390,42736083,364843,42736083364843,6663,58,4,2020-12-13 17:50:00
1155,173082683,17719,50449875,172587,50449875172587,3298,93,9,2020-12-09 11:09:00
1156,231644923,26002,24030459,531066,24030459531066,9294,94,5,2020-12-18 13:38:00
1157,698275125,45625,19111877,219020,19111877219020,1611,93,9,2020-12-11 09:46:00
1158,605778308,74441,46019436,325911,46019436325911,1909,27,2,2020-12-05 04:06:00
1159,954079824,29663,27020011,503463,27020011503463,8829,35,9,2020-12-04 20:52:00
1160,544387909,24866,52205945,821541,52205945821541,3683,41,7,2020-12-27 20:40:00
1161,182814510,61103,31482265,154150,31482265154150,1403,36,7,2020-12-06 03:25:00
1162,140259757,38969,20615799,495207,20615799495207,2089,48,8,2020-12-21 18:09:00
1202,723524524,23789,33912485,220641,33912485220641,6438,48,8,2020-12-07 08:56:00
1204,903379399,57667,27595169,731975,27595169731975,9218,34,4,2020-12-27 22:15:00
1205,725403895,97690,61953831,567185,61953831567185,1923,32,4,2020-12-14 02:23:00
1206,733721686,11638,71482637,150554,71482637150554,7810,39,6,2020-12-03 04:59:00
1207,307177069,12647,75853288,222793,75853288222793,9382,51,5,2020-12-26 22:18:00
1208,485808194,21426,16486825,847463,16486825847463,8628,96,3,2020-12-01 08:47:00
1209,871144685,40208,-99999,-99999,,8839,32,5,2020-12-30 05:59:00
1210,742356517,20417,25953166,620784,25953166620784,3891,61,8,2020-12-25 10:17:00
1211,744467609,62619,30996237,785820,30996237785820,4730,31,8,2020-12-18 00:38:00
1212,547160354,17177,68428660,700489,68428660700489,2127,41,9,2020-12-31 12:51:00
1213,550574324,41097,11944849,336888,11944849336888,3626,96,1,2020-12-06 07:46:00
1214,338918116,42476,96835060,212070,96835060212070,5268,47,2,2020-12-29 23:53:00
1215,659499835,38949,45731686,784804,45731686784804,6384,13,3,2020-12-29 18:00:00
1217,162787150,37625,73922725,020766,73922725020766,9634,90,2,2020-12-25 19:38:00
1218,574185248,91532,16018252,478173,16018252478173,9875,58,8,2020-12-29 02:24:00
1219,205985353,99572,60051117,018189,60051117018189,8938,20,5,2020-12-04 12:48:00
1220,505622938,24257,81729587,475916,81729587475916,7158,86,,2020-12-28 18:59:00
1221,740190034,79845,35861025,046870,35861025046870,1375,15,2,2020-12-25 06:27:00
1222,168939813,82159,24837321,527445,24837321527445,1436,70,9,2020-12-04 20:42:00
1223,845244444,40403,70737852,339208,70737852339208,5997,77,1,2020-12-04 07:25:00
1224,164429198,71234,43377205,466161,43377205466161,9122,95,3,2020-12-26 12:40:00
1225,471844757,18107,98229188,430925,98229188430925,3857,77,3,2020-12-18 18:28:00
1226,263241857,34285,73005091,500648,73005091500648,2677,87,8,2020-12-06 19:26:00
1228,164921619,36512,60601115,008604,60601115008604,5527,70,6,2020-12-19 09:31:00
1229,873215453,42455,83736741,604318,83736741604318,9256,42,1,2020-12-06 06:15:00
1231,173431854,94060,88747414,475630,88747414475630,5462,13,8,2020-12-01 00:43:00
1232,556968026,42497,41453636,477496,41453636477496,5211,38,7,2020-12-20 23:53:00
1233,487352370,63503,91215542,707843,91215542707843,6751,48,5,2020-12-08 11:52:00
1236,925604231,29516,39274294,394470,39274294394470,2186,19,3,2020-12-03 13:16:00
1237,287320723,71451,58300289,634102,58300289634102,4029,56,9,2020-12-10 20:04:00
1238,292258872,79240,78792375,465707,78792375465707,4086,64,7,2020-12-18 22:02:00
1239,867288361,92597,-99999,-99999,,5339,25,5,2020-12-11 20:07:00
1240,345642798,70877,39345880,013171,39345880013171,8126,32,5,2020-12-25 10:53:00
1241,437044768,85420,39913610,882160,39913610882160,4064,50,2,2020-12-24 07:58:00
1242,892477670,53458,69754986,511260,69754986511260,7762,30,6,2020-12-04 14:16:00
1243,483160472,74152,59702073,810630,59702073810630,4078,11,4,2020-12-24 20:24:00
1244,518593350,65602,84274533,745357,84274533745357,3919,76,1,2020-12-09 08:34:00
1245,323274578,51437,92079308,388919,92079308388919,6389,57,8,2020-12-29 21:13:00
1246,895405257,34171,12418145,805870,12418145805870,7313,69,8,2020-12-01 08:09:00
1247,449097542,88526,-99999,-99999,,5686,50,6,2020-12-29 13:36:00
1248,785071982,49126,77777357,837597,77777357837597,6762,16,1,2020-12-09 12:31:00
1249,683412626,18224,47333645,303036,47333645303036,2906,17,4,2020-12-18 09:44:00
1250,710240097,17554,11655755,317195,11655755317195,3932,52,2,2020-12-14 04:55:00
1252,527978555,56535,22930467,689582,22930467689582,1499,24,4,2020-12-12 19:38:00
1253,699041769,46968,21015005,852724,21015005852724,8609,54,9,2020-12-07 10:12:00
1254,570053641,90819,55857151,181504,55857151181504,9373,68,5,2020-12-07 07:51:00
1255,788777473,36939,83936911,917841,83936911917841,8220,42,4,2020-12-24 13:55:00
1256,206154475,44011,53433855,943343,53433855943343,2447,92,5,2020-12-23 08:14:00
1257,629150463,99581,35568290,141301,35568290141301,4962,20,8,2020-12-07 16:29:00
1258,820826354,94099,15467768,318706,15467768318706,7170,67,5,2020-12-28 00:26:00
1259,960250540,12819,83816782,710067,83816782710067,1670,32,2,2020-12-24 09:40:00
1260,528306543,66568,41567176,560111,41567176560111,8506,88,9,2020-12-18 06:08:00
1261,471764717,21997,51353963,071832,51353963071832,7650,72,1,2020-12-12 13:41:00
1262,792868217,83583,88596684,642297,88596684642297,7968,34,9,2020-12-19 09:12:00
1263,130315740,17920,63037808,550665,63037808550665,6240,88,2,2020-12-22 19:32:00
1264,411685052,45572,68270556,209993,68270556209993,2700,47,1,2020-12-18 10:10:00
1265,721863090,36357,76862740,576794,76862740576794,9295,23,1,2020-12-14 16:51:00
1266,975256187,65533,99396597,831930,99396597831930,4690,16,1,2020-12-30 07:25:00
1267,358764394,18743,87954271,662363,87954271662363,6242,48,5,2020-12-12 04:07:00
1268,853434584,41312,16681944,283765,16681944283765,6360,51,7,2020-12-18 04:03:00
1269,304474845,62678,39423762,919623,39423762919623,8541,99,1,2020-12-06 08:49:00
1270,497271926,47301,76811040,669943,76811040669943,3943,79,4,2020-12-09 20:30:00
1271,990192303,97334,62931188,692669,62931188692669,9751,95,5,2020-12-12 06:49:00
1272,434557239,73877,40954348,858975,40954348858975,6980,48,7,2020-12-25 01:04:00
1273,613607756,78602,97669143,080437,97669143080437,5300,88,3,2020-12-13 08:16:00
1274,138385762,55076,14160161,352418,14160161352418,2626,87,4,2020-12-22 22:37:00
1275,145087741,65668,14755874,768421,14755874768421,8698,66,8,2020-12-03 13:46:00
1276,318003016,80175,58671955,053152,58671955053152,5684,58,1,2020-12-27 07:09:00
1277,687753708,21690,75678682,662198,75678682662198,8075,47,1,2020-12-15 13:41:00
1278,807828327,96432,94385601,079434,94385601079434,4038,56,4,2020-12-03 11:50:00
1279,631267796,40695,60538770,469956,60538770469956,4648,69,6,2020-12-13 21:56:00
1280,577205024,19629,89938240,840232,89938240840232,2668,42,9,2020-12-16 17:42:00
1281,833350828,57023,83243993,340496,83243993340496,4437,64,1,2020-12-19 14:14:00
1282,363751501,70574,96968597,630428,96968597630428,6612,31,6,2020-12-29 15:59:00
1283,305782456,15391,76358766,293245,76358766293245,4966,44,6,2020-12-23 01:35:00
1284,953974476,16823,90091753,843500,90091753843500,9512,51,2,2020-12-03 00:43:00
1285,585019670,54737,32128967,727441,32128967727441,6295,59,8,2020-12-12 03:22:00
1286,419785959,59663,22916677,531395,22916677531395,9538,39,7,2020-12-02 07:01:00
1287,268061481,93099,27858309,214685,27858309214685,3568,52,4,2020-12-03 22:58:00
1288,168976852,52579,41182549,268115,41182549268115,3300,15,1,2020-12-16 15:50:00
1289,608395423,85204,11792322,182046,11792322182046,5527,98,4,2020-12-04 06:49:00
1290,352533946,62958,75729227,031608,75729227031608,5402,51,8,2020-12-08 09:50:00
1291,418371243,35559,84336631,143482,84336631143482,4921,39,9,2020-12-03 01:03:00
1292,182815269,71324,41430440,089069,41430440089069,7771,28,3,2020-12-28 20:25:00
1293,668831328,15082,35372105,932852,35372105932852,5627,43,7,2020-12-05 12:30:00
1294,935520156,69270,19185901,188089,19185901188089,4779,62,2,2020-12-12 13:03:00
1295,658722035,87938,19155505,746238,19155505746238,3019,97,8,2020-12-06 07:44:00
1296,929767491,26767,88705731,553103,88705731553103,7990,22,4,2020-12-29 00:53:00
1297,617110284,31651,64392853,615366,64392853615366,7074,11,5,2020-12-17 23:25:00
1298,341838673,99585,73102155,332718,73102155332718,8793,93,8,2020-12-30 07:03:00
1299,245395475,37305,41205897,716606,41205897716606,4635,98,5,2020-12-06 03:48:00
1300,485540806,99106,24719273,530544,24719273530544,5536,85,8,2020-12-17 11:35:00
1301,350625764,22021,23105345,102357,23105345102357,9934,29,5,2020-12-09 03:54:00
1302,369953203,58509,29903776,802561,29903776802561,8926,96,9,2020-12-25 22:52:00
1303,231533059,50432,93212562,696102,93212562696102,3505,17,9,2020-12-10 01:29:00
1304,131081937,75395,67144232,254456,67144232254456,9256,77,4,2020-12-09 07:04:00
1305,794637810,87205,60329186,481204,60329186481204,1915,88,4,2020-12-02 22:40:00
1306,679435678,42907,47473778,926890,47473778926890,1896,78,3,2020-12-26 04:00:00
1307,872233020,59330,19781235,470141,19781235470141,1230,63,6,2020-12-22 20:45:00
1308,988687553,83346,96467344,491678,96467344491678,3873,56,3,2020-12-26 16:19:00
1309,601038591,50700,87954677,396230,87954677396230,3578,33,8,2020-12-13 16:35:00
1310,288024521,17477,44139068,258693,44139068258693,8439,54,5,2020-12-25 03:47:00
1311,666429463,49227,99982963,850087,99982963850087,4179,23,1,2020-12-02 21:02:00
1312,125629376,75830,43677750,560130,43677750560130,7965,41,2,2020-12-30 08:03:00
1313,604841148,49863,78557492,238736,78557492238736,5574,92,5,2020-12-05 18:13:00
1314,362247027,17496,70735514,237213,70735514237213,4867,48,1,2020-12-28 18:04:00
1315,601511671,49841,18624701,941454,18624701941454,4730,69,1,2020-12-02 21:11:00
1316,841132103,25598,70395781,952629,70395781952629,5439,51,7,2020-12-29 12:15:00
1317,683201082,12188,90035637,734915,90035637734915,4884,28,8,2020-12-14 12:29:00
1318,800014337,85591,36258364,905203,36258364905203,6708,60,2,2020-12-02 01:05:00
1319,564127947,49291,38934613,331709,38934613331709,4533,90,5,2020-12-01 01:35:00
1320,344114733,50561,39374845,490290,39374845490290,8989,54,2,2020-12-26 16:58:00
1321,437663073,12708,36829802,888884,36829802888884,1413,81,3,2020-12-29 18:13:00
1322,839624925,48210,21432146,291420,21432146291420,5161,72,2,2020-12-22 12:14:00
1323,436779582,15590,18195355,555184,18195355555184,9284,91,3,2020-12-26 23:42:00
1324,489531307,37390,39057528,217659,39057528217659,6530,41,1,2020-12-11 00:12:00
1325,272969102,64013,12520504,262115,12520504262115,8399,61,6,2020-12-28 16:09:00
1326,469159616,42872,42997961,079182,42997961079182,1957,30,7,2020-12-16 12:09:00
1327,454791516,29532,89492878,253013,89492878253013,8043,78,2,2020-12-14 17:28:00
1328,703543589,16231,25914761,542783,25914761542783,7321,12,8,2020-12-24 02:11:00
1329,447791190,70274,87761129,403853,87761129403853,4290,73,9,2020-12-17 11:10:00
1330,986274309,24221,44831808,020077,44831808020077,3063,19,6,2020-12-28 22:36:00
1331,494668662,49373,14452753,776821,14452753776821,1327,76,1,2020-12-11 17:02:00
1332,660480881,96980,98120300,281405,98120300281405,5940,70,1,2020-12-20 22:29:00
1333,943395313,35572,84577539,844443,84577539844443,2845,35,8,2020-12-20 05:33:00
1334,688111358,85035,20957217,057331,20957217057331,7222,54,5,2020-12-26 18:01:00
1335,842138335,30364,96253536,220029,96253536220029,7809,15,5,2020-12-20 01:59:00
1336,837225324,35157,99415340,036662,99415340036662,1570,82,8,2020-12-04 07:46:00
1337,440772712,87811,99418366,961072,99418366961072,4858,84,6,2020-12-18 15:32:00
1338,173735829,82210,44129914,298701,44129914298701,7062,60,7,2020-12-25 19:16:00
1339,996762960,61076,76546899,258226,76546899258226,9955,79,8,2020-12-18 05:33:00
1340,813065435,33777,38702460,270906,38702460270906,5917,52,5,2020-12-20 02:07:00
1341,413040363,32463,41091617,816318,41091617816318,1301,74,4,2020-12-05 22:58:00
1342,354166117,37818,26989770,488818,26989770488818,6246,48,3,2020-12-05 02:53:00
1343,937851722,34574,82981240,793488,82981240793488,8847,55,7,2020-12-22 18:39:00
1344,946355154,12142,54842493,454873,54842493454873,6540,49,6,2020-12-21 04:01:00
1345,628044028,27627,95332574,474018,95332574474018,8628,18,6,2020-12-30 03:57:00
1346,660736545,15870,56689106,786951,56689106786951,5798,22,9,2020-12-20 21:12:00
1347,911624667,72424,19168369,540046,19168369540046,1126,60,4,2020-12-07 22:27:00
1348,516661541,78223,46801695,299790,46801695299790,2637,71,7,2020-12-26 17:45:00
1349,318227854,62270,84625909,166940,84625909166940,9399,86,2,2020-12-03 01:36:00
1350,168342462,55606,37999888,934533,37999888934533,1160,17,9,2020-12-27 09:46:00
1351,831286136,36608,95115277,918554,95115277918554,8360,55,4,2020-12-25 14:51:00
1352,135977358,39681,25882237,743042,25882237743042,3765,34,9,2020-12-17 19:58:00
1353,189644627,96920,98560677,049741,98560677049741,6709,54,5,2020-12-19 02:34:00
1354,151697415,91380,11200632,620604,11200632620604,3725,24,6,2020-12-22 08:34:00
1355,593056701,80069,47459238,890461,47459238890461,1885,85,5,2020-12-05 00:15:00
1356,530404258,60472,43915550,348348,43915550348348,9234,20,7,2020-12-20 13:00:00
1357,129190168,27439,15140536,204712,15140536204712,6409,20,3,2020-12-21 08:19:00
1358,561163820,85388,77072603,300914,77072603300914,3192,55,1,2020-12-20 22:17:00
1359,957338112,92173,87855705,372148,87855705372148,1369,95,6,2020-12-01 13:32:00
1360,370589294,97080,63619398,418000,63619398418000,3581,27,4,2020-12-31 17:31:00
1361,449638021,13009,15659443,099136,15659443099136,4086,47,9,2020-12-07 03:16:00
1362,998541171,49075,13505585,357217,13505585357217,2143,85,2,2020-12-28 19:37:00
1363,688097704,68726,17896076,715061,17896076715061,8323,25,5,2020-12-30 19:41:00
1364,752043376,17864,74834213,116915,74834213116915,6852,99,3,2020-12-16 00:32:00
1365,811085551,56837,16325799,756668,16325799756668,4454,63,9,2020-12-19 13:34:00
1366,871385869,80010,67999607,379344,67999607379344,4418,81,3,2020-12-13 10:20:00
1367,509980545,27726,47786978,687410,47786978687410,5102,82,8,2020-12-14 01:35:00
